fixture,home_directfk_xG,home_corner_xG,home_op_xG,home_pen_xG,home_setpiece_xG,home_directfk_shots_ot,home_corner_shots_ot,home_op_shots_ot,home_pen_shots_ot,home_setpiece_shots_ot,home_directfk_shots,home_corner_shots,home_op_shots,home_pen_shots,home_setpiece_shots,home_directfk_goals,home_corner_goals,home_op_goals,home_pen_goals,home_setpiece_goals,date,away_directfk_xG,away_corner_xG,away_op_xG,away_pen_xG,away_setpiece_xG,away_directfk_shots_ot,away_corner_shots_ot,away_op_shots_ot,away_pen_shots_ot,away_setpiece_shots_ot,away_directfk_shots,away_corner_shots,away_op_shots,away_pen_shots,away_setpiece_shots,date,away_directfk_goals,away_corner_goals,away_op_goals,away_pen_goals,away_setpiece_goals,home_xG,away_xG,home_np_xG,away_np_xG,home_sp_xG,away_sp_xG,season,league
Celta Vigo -- Deportivo La Coruna,0.10808999836444855,0.37993478775024414,0.7049615075811744,0.0,0.0,0,1,3,0,0,1,2,8,0,0,0,1,1,0,0,2014-09-23 21:00:00,0.07493799924850464,0.0,0.22235650569200516,0.7432780265808105,0.0,0,0,2,1,0,1,0,3,1,0,2014-09-23 21:00:00,0,0,1,0,0,1.192986293695867,1.0405725315213203,1.192986293695867,0.2972945049405098,0.4880247861146927,0.07493799924850464,2014,La Liga
Almeria -- Atletico Madrid,0.06689819693565369,0.0725414976477623,0.10743719711899757,0.0,0.01635110005736351,0,0,1,0,0,1,1,3,0,1,0,0,0,0,0,2014-09-24 19:00:00,0.0,0.567803505808115,1.1306752990931273,0.0,0.0,0,2,7,0,0,0,4,15,0,0,2014-09-24 19:00:00,0,1,0,0,0,0.26322799175977707,1.6984788049012423,0.26322799175977707,1.6984788049012423,0.1557907946407795,0.567803505808115,2014,La Liga
Eibar -- Villarreal,0.025745099410414696,0.013317599892616272,0.052210599184036255,0.0,0.7055491991341114,0,0,1,0,2,1,1,2,0,3,0,0,0,0,1,2014-09-24 19:00:00,0.0,0.07277579978108406,0.5449860990047455,0.0,0.046271201223134995,0,0,3,0,1,0,2,12,0,1,2014-09-24 19:00:00,0,0,1,0,0,0.7968224976211786,0.6640331000089645,0.7968224976211786,0.6640331000089645,0.7446118984371424,0.11904700100421906,2014,La Liga
Rayo Vallecano -- Athletic Club,0.0,0.011017500422894955,3.683402051217854,0.0,0.008398570120334625,0,0,5,0,0,0,1,13,0,1,0,0,2,0,0,2014-09-24 19:00:00,0.045765798538923264,0.07640299946069717,0.8789073219522834,0.0,0.060717999935150146,0,0,3,0,0,1,1,5,0,1,2014-09-24 19:00:00,0,0,1,0,0,3.7028181217610836,1.061794119887054,3.7028181217610836,1.061794119887054,0.01941607054322958,0.18288679793477058,2014,La Liga
Granada -- Levante,0.04837699979543686,0.0,0.5883427914232016,0.0,0.0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,2014-09-24 21:00:00,0.042395200580358505,0.05934629961848259,0.3134201029315591,0.0,0.0,0,0,4,0,0,1,2,7,0,0,2014-09-24 21:00:00,0,0,1,0,0,0.6367197912186384,0.4151616031304002,0.6367197912186384,0.4151616031304002,0.04837699979543686,0.1017415001988411,2014,La Liga
Malaga -- Barcelona,0.08029799908399582,0.0510731004178524,0.1472860984504223,0.0,0.0,1,0,1,0,0,1,1,4,0,0,0,0,0,0,0,2014-09-24 21:00:00,0.05699079856276512,0.1323947049677372,0.4424665942788124,0.0,0.018973400816321373,0,0,0,0,0,1,2,6,0,1,2014-09-24 21:00:00,0,0,0,0,0,0.2786571979522705,0.6508254986256361,0.2786571979522705,0.6508254986256361,0.13137109950184822,0.2083589043468237,2014,La Liga
Sevilla -- Real Sociedad,0.06925679743289948,0.4257972873747349,1.5329999756067991,0.0,0.0,1,1,6,0,0,1,5,13,0,0,0,0,1,0,0,2014-09-24 21:00:00,0.02982180006802082,0.06465870141983032,0.15425250865519047,0.0,0.0,0,0,1,0,0,1,2,5,0,0,2014-09-24 21:00:00,0,0,0,0,0,2.0280540604144335,0.2487330101430416,2.0280540604144335,0.2487330101430416,0.49505408480763435,0.09448050148785114,2014,La Liga
Espanyol -- Getafe,0.0,0.04859259910881519,2.0716013610363007,0.0,0.0,0,0,3,0,0,0,2,6,0,0,0,0,2,0,0,2014-09-25 19:00:00,0.0,0.0,0.4019603058695793,0.0,0.0,0,0,2,0,0,0,0,7,0,0,2014-09-25 19:00:00,0,0,0,0,0,2.120193960145116,0.4019603058695793,2.120193960145116,0.4019603058695793,0.04859259910881519,0.0,2014,La Liga
Valencia -- Cordoba,0.14154750108718872,0.11931709945201874,1.0034147137776017,0.0,0.0,0,1,7,0,0,2,2,15,0,0,0,0,3,0,0,2014-09-25 21:00:00,0.0,0.10743299871683121,0.009234090335667133,0.0,0.0,0,0,1,0,0,0,1,1,0,0,2014-09-25 21:00:00,0,0,0,0,0,1.2642793143168092,0.11666708905249834,1.2642793143168092,0.11666708905249834,0.26086460053920746,0.10743299871683121,2014,La Liga
Elche -- Celta Vigo,0.0,0.0,0.36436199955642223,0.0,0.03773689083755016,0,0,2,0,1,0,0,11,0,3,0,0,0,0,0,2014-09-26 20:00:00,0.06571339815855026,0.0,1.9899184107780457,0.0,0.015952300280332565,0,0,4,0,0,1,0,14,0,1,2014-09-26 20:00:00,0,0,1,0,0,0.4020988903939724,2.0715841092169285,0.4020988903939724,2.0715841092169285,0.03773689083755016,0.08166569843888283,2014,La Liga
Villarreal -- Real Madrid,0.09365589916706085,0.03193869907408953,0.7695268038660288,0.0,0.056141000241041183,0,1,4,0,0,1,2,15,0,1,0,0,0,0,0,2014-09-27 15:00:00,0.0,0.07391749881207943,0.9024286232888699,0.0,0.0,0,1,2,0,0,0,3,8,0,0,2014-09-27 15:00:00,0,0,2,0,0,0.9512624023482203,0.9763461221009493,0.9512624023482203,0.9763461221009493,0.18173559848219156,0.07391749881207943,2014,La Liga
Barcelona -- Granada,0.06203240156173706,0.0,3.986411465331912,0.0,0.8791379928588867,1,0,11,0,0,1,0,17,0,1,0,0,6,0,0,2014-09-27 17:00:00,0.0,0.08285760134458542,0.3725136397406459,0.0,0.0,0,1,0,0,0,0,1,8,0,0,2014-09-27 17:00:00,0,0,0,0,0,4.927581859752536,0.4553712410852313,4.927581859752536,0.4553712410852313,0.9411703944206238,0.08285760134458542,2014,La Liga
